-180,-8.12391649324981
-175,-10.8524335007426
-170,-18.4495256663455
-165,-16.4119217005041
-160,-15.1257615829553
-155,-12.9250902032883
-150,-13.4618684216317
-145,-11.5761489215605
-140,-11.4355551752556
-135,-9.08355191405281
-130,-10.0615255695301
-125,-9.08474404293139
-120,-7.97135980194806
-115,-7.91427531004729
-110,-7.54005939731792
-105,-7.06703574659534
-100,-6.60987475285509
-95,-6.17651892320109
-90,-5.88476221811818
-85,-5.89924672103385
-80,-6.31562126492393
-75,-6.60306552260337
-70,-5.78240083301494
-65,-5.67054800608417
-60,-9.26022460367559
-55,-7.18581100906084
-50,-7.00202443105018
-45,-9.29399123854129
-40,-6.82677646787877
-35,-8.61814116117192
-30,-10.9628013457976
-25,-5.29530982685247
-20,-7.36267816751412
-15,-9.34399721154338
-10,2.04154492824255
-5,8.48330684760749
0,15.7640701940719
5,5.53406682475584
10,3.37021755138177
15,-3.97762864647023
20,-6.3210023922419
25,-3.36456454625088
30,-9.75100706501342
35,-7.61951857094901
40,-7.79325559534979
45,-9.59504611004468
50,-9.16750000765697
55,-9.98469285099928
60,-13.0031717358559
65,-9.36294379707396
70,-8.06387537930263
75,-6.96427943466604
80,-6.23558155098651
85,-6.07795162666666
90,-6.23169556564561
95,-6.55611146301692
100,-7.25153848638173
105,-8.86304126142256
110,-11.6349091126095
115,-12.1326636899432
120,-10.80824567435
125,-10.9846436578364
130,-8.95529480602048
135,-10.1618575948321
140,-9.24919804477654
145,-10.2816484028269
150,-9.65514018914674
155,-11.4878912104144
160,-10.5017648924838
165,-11.3070570786924
170,-13.1454658593527
175,-10.1459494030273
180,-8.12391649324983
